,accommodates,bathrooms,cleaning_fee,host_identity_verified,instant_bookable,number_of_reviews,review_scores_rating,bedrooms,beds,host_response,amenities_ratio,property_type_Condominium,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,room_type_Private room,room_type_Shared room,cancellation_policy_moderate,cancellation_policy_strict,regions_Brooklyn,regions_Chicago,regions_LA Mains,regions_New York Mains,regions_Other,regions_Queens,regions_San Francisco,regions_Santa Clarita,regions_Washington
4805,5,1.5,1,1,0,77,91.0,1.0,3.0,1,0.4027777777777778,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
4806,6,1.0,1,1,0,8,95.0,3.0,3.0,1,0.19444444444444445,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4807,2,1.0,0,1,0,26,95.0,0.0,1.0,1,0.2638888888888889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4808,2,1.0,0,1,0,39,96.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4809,2,2.0,1,1,0,139,84.0,1.0,2.0,0,0.2222222222222222,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4810,2,1.0,0,0,1,2,70.0,1.0,1.0,1,0.125,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4811,4,1.0,0,1,0,11,96.0,1.0,1.0,1,0.3333333333333333,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4812,2,1.0,1,1,1,83,98.0,1.0,1.0,1,0.3472222222222222,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4813,2,1.0,1,1,1,18,98.0,1.0,1.0,1,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4814,2,1.0,1,1,0,3,87.0,1.0,2.0,1,0.2777777777777778,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4815,2,2.0,1,1,0,18,98.0,1.0,1.0,0,0.2361111111111111,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4816,2,1.0,1,1,0,27,90.0,1.0,1.0,0,0.19444444444444445,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4817,2,1.0,1,1,0,4,100.0,1.0,2.0,1,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4818,7,3.0,1,1,0,5,100.0,3.0,4.0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4819,4,1.0,1,1,0,3,100.0,1.0,2.0,1,0.4166666666666667,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4820,1,1.0,1,1,0,46,98.0,1.0,1.0,1,0.2916666666666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4821,2,1.0,1,1,0,3,100.0,0.0,1.0,1,0.25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4822,4,1.0,1,0,0,2,100.0,1.0,2.0,1,0.125,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4823,2,1.0,1,1,0,4,100.0,0.0,1.0,1,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4824,2,1.0,1,1,0,323,98.0,1.0,1.0,1,0.3611111111111111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4825,5,2.0,1,1,0,30,97.0,2.0,3.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4826,1,1.0,1,0,1,6,93.0,1.0,1.0,1,0.16666666666666666,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4827,4,1.0,1,0,0,12,96.0,1.0,2.0,1,0.19444444444444445,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4828,2,1.0,1,0,1,20,91.0,0.0,1.0,1,0.2222222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4829,3,1.0,1,1,0,5,100.0,1.0,2.0,1,0.4027777777777778,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4830,4,1.0,1,0,1,3,100.0,1.0,2.0,1,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4831,4,1.0,1,1,1,62,95.0,2.0,3.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4832,4,1.5,0,1,0,6,100.0,1.0,1.0,1,0.3888888888888889,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4833,2,1.0,1,1,1,76,95.0,0.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4834,4,1.0,1,1,0,50,99.0,1.0,3.0,1,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4835,6,1.0,1,1,1,37,99.0,3.0,3.0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4836,4,2.0,1,1,0,41,98.0,2.0,2.0,0,0.375,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4837,5,1.0,1,1,0,50,95.0,2.0,3.0,0,0.2777777777777778,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4838,6,2.0,1,1,0,200,97.0,1.0,3.0,1,0.5555555555555556,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4839,4,1.0,1,1,0,4,100.0,2.0,2.0,0,0.19444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4840,4,2.0,1,1,0,12,97.0,3.0,2.0,1,0.2638888888888889,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4841,2,1.0,1,0,0,13,95.0,1.0,1.0,1,0.2777777777777778,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4842,2,1.0,1,1,0,18,100.0,1.0,1.0,1,0.375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4843,6,1.0,1,1,1,57,91.0,2.0,4.0,1,0.3194444444444444,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4844,1,1.5,1,1,0,3,100.0,1.0,1.0,1,0.20833333333333334,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4845,1,1.0,0,1,0,9,100.0,1.0,1.0,1,0.25,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4846,1,1.0,1,1,0,9,98.0,1.0,1.0,1,0.2638888888888889,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4847,5,1.0,1,1,0,1,100.0,2.0,3.0,1,0.2916666666666667,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4848,1,1.0,1,0,1,13,98.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4849,2,1.0,1,1,1,73,100.0,0.0,1.0,1,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4850,2,1.0,1,1,0,5,84.0,2.0,1.0,1,0.20833333333333334,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4851,4,1.0,1,0,1,33,96.0,1.0,2.0,1,0.3194444444444444,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4852,1,1.5,0,1,0,86,96.0,1.0,1.0,1,0.3333333333333333,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
4853,3,1.0,1,1,1,9,100.0,1.0,1.0,1,0.4027777777777778,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4854,2,1.0,1,0,0,1,100.0,0.0,2.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4855,4,0.5,1,1,1,28,82.0,1.0,2.0,1,0.20833333333333334,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4856,2,2.0,1,1,0,138,100.0,1.0,2.0,1,0.4305555555555556,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4857,4,1.0,1,0,1,31,98.0,1.0,1.0,1,0.3888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4858,2,1.0,0,0,0,2,100.0,1.0,2.0,1,0.09722222222222222,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4859,2,1.0,1,0,0,14,98.0,1.0,1.0,1,0.2916666666666667,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4860,2,1.0,0,1,0,45,92.0,1.0,1.0,1,0.19444444444444445,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
4861,3,1.0,0,0,1,2,90.0,0.0,1.0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4862,3,1.0,0,0,0,5,100.0,0.0,1.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4863,1,1.0,0,0,1,1,100.0,1.0,1.0,1,0.09722222222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4864,4,1.0,1,1,0,4,100.0,2.0,2.0,1,0.3055555555555556,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4865,2,1.0,1,1,0,12,98.0,1.0,1.0,0,0.2916666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4866,2,1.0,1,1,0,27,86.0,0.0,1.0,0,0.2222222222222222,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4867,1,1.0,1,1,0,2,100.0,1.0,1.0,1,0.2638888888888889,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4868,2,1.0,1,1,1,78,97.0,1.0,1.0,1,0.3888888888888889,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4869,4,1.0,1,1,0,22,88.0,1.0,2.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4870,6,1.0,0,0,0,59,90.0,1.0,6.0,1,0.2222222222222222,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
4871,4,2.0,1,1,0,40,91.0,2.0,2.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4872,1,3.0,1,0,0,5,100.0,1.0,1.0,1,0.3888888888888889,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4873,2,1.0,0,0,0,1,80.0,0.0,1.0,0,0.1527777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4874,2,1.0,1,1,0,11,91.0,1.0,1.0,0,0.125,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4875,2,1.5,1,1,0,2,90.0,1.0,1.0,1,0.3055555555555556,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4876,2,1.0,1,1,0,27,97.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877,2,1.0,1,1,0,23,97.0,0.0,1.0,0,0.1111111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4878,2,1.0,1,0,0,14,100.0,1.0,1.0,1,0.16666666666666666,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4879,2,1.5,0,1,0,34,92.0,1.0,1.0,0,0.3055555555555556,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
4880,2,1.0,1,0,0,7,94.0,1.0,1.0,0,0.09722222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4881,2,1.0,1,1,1,18,94.0,1.0,1.0,1,0.4722222222222222,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4882,4,1.0,1,1,0,9,100.0,2.0,2.0,1,0.2222222222222222,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4883,2,1.0,1,1,1,19,98.0,1.0,1.0,1,0.2222222222222222,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4884,2,1.0,1,1,0,74,97.0,1.0,1.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4885,2,2.0,1,1,0,2,100.0,1.0,1.0,1,0.16666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4886,2,1.0,1,1,0,1,80.0,1.0,1.0,1,0.3194444444444444,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4887,2,1.0,1,1,0,9,96.0,0.0,1.0,1,0.3472222222222222,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4888,3,1.0,1,1,0,3,93.0,0.0,1.0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4889,3,1.0,1,1,1,143,96.0,1.0,2.0,1,0.3194444444444444,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4890,2,1.0,0,0,0,1,100.0,1.0,1.0,1,0.09722222222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4891,2,1.0,1,1,1,2,100.0,0.0,1.0,1,0.3472222222222222,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4892,1,1.0,1,0,0,10,92.0,1.0,1.0,0,0.08333333333333333,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
4893,2,1.0,1,1,0,23,96.0,1.0,1.0,0,0.18055555555555555,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4894,6,1.0,1,0,0,71,96.0,3.0,3.0,1,0.2638888888888889,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4895,4,1.0,0,1,1,55,91.0,1.0,2.0,0,0.2638888888888889,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4896,2,2.0,1,1,0,117,91.0,1.0,1.0,1,0.2638888888888889,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4897,6,1.0,1,1,0,51,94.0,2.0,3.0,0,0.3194444444444444,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4898,2,1.0,1,1,0,32,99.0,0.0,1.0,1,0.3472222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4899,6,1.0,1,1,1,45,98.0,1.0,4.0,1,0.3194444444444444,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4900,4,2.0,1,1,1,42,95.0,2.0,2.0,1,0.4305555555555556,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4901,4,1.0,1,1,1,34,98.0,1.0,2.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4902,2,1.0,1,1,0,6,96.0,1.0,1.0,1,0.2222222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4903,4,2.0,1,1,0,3,93.0,3.0,3.0,0,0.3055555555555556,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4904,4,1.0,1,0,0,54,98.0,1.0,2.0,1,0.25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4905,6,1.0,1,1,0,20,94.0,0.0,4.0,1,0.4027777777777778,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4906,3,1.0,1,0,1,4,100.0,1.0,1.0,1,0.20833333333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4907,4,1.0,1,1,1,84,91.0,0.0,2.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4908,1,1.0,1,0,0,57,96.0,1.0,1.0,1,0.2361111111111111,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
4909,6,1.0,1,1,1,36,85.0,3.0,5.0,1,0.3194444444444444,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4910,3,1.0,1,1,0,6,100.0,1.0,1.0,0,0.375,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4911,3,1.0,1,0,1,154,91.0,1.0,2.0,0,0.1527777777777778,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
4912,2,1.0,1,1,0,16,100.0,0.0,1.0,1,0.25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4913,2,1.0,1,1,0,1,100.0,1.0,1.0,1,0.18055555555555555,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4914,2,1.0,1,1,0,30,97.0,1.0,1.0,0,0.2777777777777778,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
4915,2,1.0,1,1,1,42,98.0,1.0,1.0,1,0.3194444444444444,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
4916,2,1.0,1,0,0,4,100.0,1.0,2.0,0,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4917,2,1.0,1,1,0,70,96.0,1.0,1.0,1,0.2361111111111111,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4918,7,1.0,1,0,1,5,100.0,2.0,4.0,0,0.5416666666666666,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4919,3,1.0,1,1,0,32,97.0,1.0,2.0,0,0.3194444444444444,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4920,2,1.0,1,0,1,2,90.0,1.0,1.0,1,0.16666666666666666,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4921,7,2.0,1,0,0,9,73.0,3.0,4.0,0,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4922,2,1.0,1,0,1,14,97.0,1.0,1.0,1,0.25,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
4923,3,1.0,1,1,0,57,97.0,1.0,2.0,1,0.2916666666666667,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4924,3,1.0,1,1,0,8,100.0,1.0,1.0,1,0.2638888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4925,10,2.0,1,1,0,56,93.0,4.0,5.0,0,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4926,2,1.0,1,1,0,16,99.0,0.0,1.0,1,0.20833333333333334,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4927,3,1.0,1,1,0,27,99.0,1.0,2.0,1,0.3194444444444444,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
4928,4,1.0,1,1,0,154,90.0,2.0,2.0,1,0.19444444444444445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4929,5,1.0,1,1,0,24,92.0,1.0,2.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4930,6,1.0,1,0,1,17,87.0,1.0,5.0,1,0.2777777777777778,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
4931,3,1.0,1,0,1,11,89.0,0.0,2.0,1,0.125,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4932,2,1.0,1,0,1,5,100.0,1.0,1.0,1,0.4722222222222222,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4933,8,2.0,1,1,0,12,92.0,5.0,5.0,1,0.2638888888888889,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4934,3,1.0,1,1,0,19,96.0,1.0,2.0,1,0.3611111111111111,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4935,3,1.0,1,1,1,115,90.0,1.0,1.0,1,0.2638888888888889,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4936,10,4.0,1,1,0,6,100.0,4.0,4.0,1,0.4722222222222222,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4937,2,1.0,1,1,0,85,99.0,0.0,1.0,1,0.20833333333333334,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4938,5,1.0,0,0,1,1,60.0,1.0,3.0,1,0.18055555555555555,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4939,6,2.0,0,1,0,38,93.0,2.0,2.0,0,0.20833333333333334,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4940,4,1.0,1,0,0,42,97.0,2.0,2.0,1,0.18055555555555555,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
4941,6,1.0,1,1,1,9,91.0,1.0,3.0,1,0.3472222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4942,2,1.0,1,0,0,1,100.0,1.0,1.0,1,0.19444444444444445,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4943,2,1.0,1,1,1,150,88.0,1.0,1.0,0,0.19444444444444445,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4944,4,1.0,1,1,0,50,94.0,2.0,2.0,1,0.2916666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4945,2,1.0,1,0,1,1,100.0,1.0,2.0,1,0.18055555555555555,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4946,8,2.5,1,1,0,5,92.0,4.0,5.0,1,0.20833333333333334,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4947,2,1.0,0,1,0,16,97.0,1.0,1.0,1,0.2777777777777778,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4948,2,1.0,1,1,1,15,92.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4949,6,1.0,1,0,1,1,80.0,2.0,2.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4950,3,1.0,1,1,0,28,100.0,2.0,2.0,1,0.375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4951,2,1.0,0,1,0,64,92.0,1.0,1.0,1,0.1527777777777778,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
4952,3,1.0,1,1,0,3,100.0,1.0,1.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4953,1,1.5,1,1,0,4,100.0,1.0,1.0,0,0.2916666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4954,2,1.0,1,1,0,3,100.0,1.0,2.0,1,0.2222222222222222,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4955,2,1.0,1,0,0,9,91.0,1.0,1.0,0,0.1388888888888889,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4956,8,1.5,1,1,0,6,100.0,4.0,5.0,1,0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4957,2,1.0,1,1,0,156,91.0,0.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4958,1,1.0,0,1,0,2,100.0,1.0,1.0,0,0.16666666666666666,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4959,4,2.0,1,1,0,11,95.0,3.0,3.0,1,0.3472222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4960,2,1.0,1,1,1,19,96.0,1.0,1.0,0,0.3611111111111111,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4961,2,1.0,0,0,1,2,70.0,1.0,1.0,1,0.16666666666666666,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4962,2,1.0,0,0,1,4,85.0,1.0,1.0,1,0.08333333333333333,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4963,5,1.0,1,0,1,38,85.0,1.0,2.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4964,2,1.0,1,0,1,2,80.0,0.0,3.0,1,0.2361111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4965,4,1.0,1,1,1,68,97.0,0.0,2.0,1,0.6111111111111112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4966,2,1.0,1,1,1,50,91.0,1.0,2.0,1,0.3611111111111111,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4967,2,1.5,1,1,1,15,92.0,1.0,1.0,0,0.2916666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4968,4,1.0,1,1,1,122,90.0,1.0,1.0,1,0.1388888888888889,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4969,2,1.0,1,1,0,26,95.0,1.0,1.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4970,2,1.0,1,0,1,6,100.0,1.0,1.0,1,0.16666666666666666,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4971,8,2.5,1,1,0,43,98.0,4.0,4.0,1,0.375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4972,2,1.0,0,1,1,11,98.0,1.0,1.0,1,0.2638888888888889,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4973,1,2.0,1,0,0,2,80.0,1.0,1.0,0,0.09722222222222222,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
4974,4,1.0,1,0,1,2,100.0,1.0,2.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4975,1,1.0,1,0,0,4,95.0,1.0,1.0,0,0.2361111111111111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4976,3,1.0,1,1,0,81,97.0,1.0,1.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4977,3,1.0,1,1,0,19,91.0,1.0,2.0,1,0.19444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4978,2,1.0,1,1,0,45,96.0,1.0,1.0,1,0.2361111111111111,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4979,2,1.0,1,1,0,24,86.0,1.0,1.0,1,0.20833333333333334,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4980,4,1.0,1,1,0,51,91.0,1.0,2.0,1,0.19444444444444445,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4981,5,2.0,1,1,1,21,96.0,2.0,2.0,1,0.2916666666666667,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
