property_type,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,host_identity_verified,instant_bookable,number_of_reviews,review_scores_rating,bedrooms,beds,price,host_response,amenities_ratio,regions
5,1,2,2.0,0,0,1,0,35,95.0,1.0,1.0,64.99999999999999,1,0.14285714285714285,5
5,2,10,5.0,2,1,1,0,12,98.0,6.0,7.0,1200.0000000000011,1,0.5194805194805194,6
6,1,3,1.0,2,1,1,1,8,75.0,1.0,1.0,51.0,1,0.19480519480519481,8
6,1,1,1.0,2,1,1,1,35,94.0,1.0,1.0,45.00000000000002,1,0.3116883116883117,2
6,2,2,1.0,2,1,0,0,26,90.0,0.0,1.0,175.00000000000009,1,0.3116883116883117,7
6,2,3,1.0,0,1,1,0,30,94.0,1.0,1.0,144.99999999999997,1,0.37662337662337664,7
5,2,6,2.0,2,1,1,0,45,96.0,3.0,5.0,182.0,1,0.2857142857142857,1
6,1,1,1.0,1,0,0,1,7,94.0,1.0,1.0,74.99999999999997,1,0.12987012987012986,9
6,2,4,1.0,2,1,1,0,15,100.0,1.0,1.0,199.99999999999991,0,0.6623376623376623,9
5,0,12,8.0,0,0,0,0,46,92.0,1.0,4.0,32.999999999999986,1,0.19480519480519481,7
5,1,2,1.0,1,0,1,1,113,98.0,1.0,1.0,69.00000000000001,1,0.24675324675324675,6
6,1,3,1.0,2,0,0,1,4,100.0,1.0,1.0,74.99999999999997,0,0.18181818181818182,4
6,2,6,1.0,2,1,0,1,23,90.0,0.0,4.0,125.00000000000004,0,0.44155844155844154,9
6,1,1,1.5,2,1,1,0,48,93.0,1.0,1.0,106.99999999999996,0,0.03896103896103896,6
6,2,6,1.5,1,1,1,1,58,93.0,2.0,3.0,249.99999999999991,1,0.4155844155844156,8
3,1,2,1.0,2,1,1,0,20,99.0,1.0,1.0,74.99999999999997,1,0.2077922077922078,7
5,1,5,1.0,1,1,1,0,3,100.0,1.0,2.0,100.00000000000004,1,0.2987012987012987,0
6,2,5,1.0,2,1,0,0,8,73.0,2.0,3.0,85.99999999999982,1,0.19480519480519481,2
6,2,4,1.0,0,0,0,0,6,100.0,1.0,2.0,110.99999999999996,0,0.16883116883116883,9
6,2,6,2.0,2,0,0,0,8,88.0,3.0,3.0,239.99999999999974,1,0.11688311688311688,9
6,1,2,1.0,0,1,0,1,16,89.0,1.0,1.0,59.99999999999999,1,0.2597402597402597,2
5,1,2,1.5,2,1,0,1,7,97.0,1.0,1.0,64.99999999999999,1,0.24675324675324675,7
6,2,4,2.0,2,1,1,1,20,96.0,2.0,2.0,110.00000000000004,1,0.2987012987012987,3
6,2,3,1.0,2,1,1,0,2,90.0,1.0,1.0,100.00000000000004,1,0.2077922077922078,8
1,2,16,1.0,2,1,0,0,6,93.0,3.0,3.0,248.9999999999997,1,0.3246753246753247,7
6,2,6,1.0,0,1,0,0,55,99.0,1.0,3.0,125.00000000000004,1,0.23376623376623376,7
6,2,4,2.0,0,0,1,0,18,88.0,3.0,3.0,125.00000000000004,1,0.15584415584415584,8
5,2,4,1.0,2,1,1,1,5,100.0,3.0,3.0,175.00000000000009,1,0.2727272727272727,2
3,2,10,2.0,2,1,1,0,27,98.0,3.0,6.0,199.99999999999991,1,0.35064935064935066,3
4,2,8,2.0,2,1,1,1,71,88.0,2.0,4.0,324.99999999999994,1,0.36363636363636365,9
6,2,4,1.0,2,1,1,1,5,84.0,1.0,2.0,138.99999999999997,1,0.42857142857142855,4
6,2,3,1.0,1,1,1,1,159,96.0,1.0,2.0,159.0,1,0.2597402597402597,4
6,2,2,1.0,2,0,0,0,26,86.0,1.0,1.0,160.00000000000026,0,0.14285714285714285,9
5,2,12,5.0,1,1,1,0,21,98.0,4.0,7.0,1000.0000000000008,1,0.2857142857142857,7
1,1,1,1.0,2,1,1,0,7,94.0,1.0,1.0,39.99999999999998,0,0.3246753246753247,8
5,2,4,1.0,0,1,0,0,22,97.0,2.0,2.0,300.00000000000017,0,0.3116883116883117,6
6,2,3,1.0,2,1,1,0,38,93.0,1.0,2.0,99.0,1,0.23376623376623376,7
6,2,4,1.0,1,1,1,0,156,95.0,1.0,3.0,99.0,1,0.2727272727272727,8
6,2,2,1.0,2,0,1,1,1,80.0,1.0,1.0,115.0,0,0.22077922077922077,5
6,1,2,1.0,0,0,1,1,65,94.0,1.0,1.0,55.00000000000002,1,0.19480519480519481,8
5,2,5,1.5,2,1,1,0,18,99.0,3.0,3.0,184.99999999999991,1,0.23376623376623376,1
6,2,3,2.0,2,1,1,0,26,98.0,2.0,2.0,224.9999999999998,1,0.33766233766233766,4
6,2,2,1.0,2,1,0,0,5,100.0,1.0,1.0,135.00000000000003,1,0.2857142857142857,5
5,1,1,0.0,1,1,1,0,9,96.0,1.0,1.0,59.99999999999999,1,0.24675324675324675,7
6,2,2,1.0,0,1,1,0,2,100.0,2.0,2.0,88.00000000000004,1,0.23376623376623376,8
6,2,4,1.0,2,1,1,1,149,94.0,1.0,2.0,79.0,1,0.2077922077922078,8
6,2,7,1.0,2,1,0,0,18,94.0,3.0,4.0,449.00000000000017,1,0.3246753246753247,9
2,1,3,1.0,2,1,1,0,33,95.0,1.0,2.0,70.00000000000003,1,0.2077922077922078,0
6,2,3,1.0,0,1,1,0,9,96.0,1.0,1.0,79.99999999999997,0,0.16883116883116883,8
6,1,2,1.0,1,1,1,0,41,97.0,1.0,1.0,50.000000000000036,0,0.24675324675324675,8
6,2,6,1.0,2,1,1,1,14,76.0,3.0,3.0,412.00000000000085,0,0.4935064935064935,9
5,1,2,2.0,1,1,0,1,9,90.0,1.0,1.0,74.99999999999997,1,0.15584415584415584,8
3,1,2,2.0,1,1,1,0,18,91.0,1.0,1.0,74.00000000000003,1,0.16883116883116883,7
6,1,1,1.0,1,1,0,0,5,100.0,1.0,1.0,70.00000000000003,1,0.22077922077922077,7
6,2,2,1.0,0,1,1,0,57,99.0,1.0,1.0,175.00000000000009,1,0.2857142857142857,6
6,2,6,1.5,2,1,1,1,25,96.0,1.0,4.0,239.00000000000009,1,0.3246753246753247,9
6,2,4,1.0,1,1,1,1,23,97.0,1.0,2.0,125.00000000000004,1,0.3116883116883117,3
6,1,2,1.0,0,1,1,0,174,95.0,1.0,1.0,78.0,1,0.15584415584415584,7
6,2,3,1.0,2,1,1,0,263,98.0,1.0,1.0,135.00000000000003,0,0.15584415584415584,7
5,1,1,1.0,2,1,0,1,13,98.0,1.0,1.0,50.000000000000036,1,0.2987012987012987,8
5,1,3,1.0,2,1,1,0,20,96.0,1.0,2.0,55.00000000000002,1,0.3246753246753247,0
6,1,2,1.0,0,0,0,0,29,97.0,1.0,1.0,59.99999999999999,1,0.19480519480519481,8
6,2,2,1.0,2,1,0,0,13,98.0,1.0,1.0,125.00000000000004,1,0.23376623376623376,4
6,1,3,1.0,2,1,1,0,220,97.0,1.0,2.0,175.00000000000009,1,0.36363636363636365,7
6,1,1,1.0,0,0,1,0,58,92.0,1.0,1.0,57.99999999999999,1,0.14285714285714285,2
6,0,1,1.0,2,1,1,0,7,93.0,1.0,1.0,30.000000000000004,1,0.05194805194805195,9
5,2,4,1.0,1,1,1,0,12,100.0,2.0,2.0,149.99999999999997,1,0.3116883116883117,7
4,2,2,1.0,1,1,1,1,19,99.0,1.0,1.0,199.99999999999991,1,0.35064935064935066,4
6,1,2,1.0,2,1,1,0,10,97.0,1.0,1.0,59.99999999999999,1,0.16883116883116883,7
4,1,2,1.0,1,1,1,0,22,99.0,1.0,1.0,139.99999999999994,1,0.2987012987012987,6
3,2,2,1.0,1,1,1,0,33,89.0,0.0,1.0,85.00000000000001,1,0.11688311688311688,7
5,2,6,1.0,2,1,0,1,3,80.0,2.0,3.0,292.0,1,0.06493506493506493,4
6,1,2,1.0,0,0,1,0,57,87.0,1.0,1.0,45.00000000000002,1,0.2077922077922078,0
5,1,1,1.0,1,1,1,0,5,92.0,1.0,1.0,45.00000000000002,1,0.35064935064935066,5
5,2,6,2.0,1,1,0,1,24,93.0,3.0,3.0,264.99999999999994,1,0.33766233766233766,7
6,2,2,1.0,2,0,0,1,2,80.0,0.0,1.0,159.0,1,0.16883116883116883,9
5,2,6,1.0,1,1,1,0,155,99.0,2.0,3.0,144.00000000000014,1,0.35064935064935066,7
6,1,2,1.0,1,1,1,1,125,90.0,1.0,1.0,119.99999999999996,0,0.19480519480519481,4
6,1,2,1.5,1,1,1,1,2,100.0,3.0,1.0,85.00000000000001,0,0.18181818181818182,8
6,2,4,1.0,1,1,0,1,2,70.0,0.0,2.0,125.00000000000004,1,0.2727272727272727,0
6,2,3,1.0,1,1,0,1,8,90.0,0.0,1.0,96.0,1,0.2857142857142857,9
6,1,2,1.0,1,1,1,0,29,97.0,1.0,1.0,46.99999999999995,1,0.09090909090909091,7
5,2,2,1.0,2,0,0,0,107,93.0,1.0,1.0,125.00000000000004,1,0.15584415584415584,8
6,1,2,1.0,2,1,1,0,18,87.0,1.0,1.0,39.99999999999998,0,0.14285714285714285,8
6,2,3,1.0,2,1,1,1,1,100.0,1.0,1.0,99.0,1,0.2597402597402597,3
6,1,2,1.0,2,1,0,0,2,100.0,1.0,1.0,69.00000000000001,0,0.2077922077922078,8
6,2,4,1.0,2,1,1,1,76,98.0,1.0,2.0,128.99999999999997,0,0.35064935064935066,7
5,2,2,1.0,2,1,1,0,56,93.0,1.0,1.0,79.0,1,0.19480519480519481,8
6,1,1,1.0,2,0,0,1,2,100.0,3.0,1.0,20.00000000000001,1,0.18181818181818182,3
6,2,6,1.0,1,1,1,0,17,96.0,3.0,4.0,119.99999999999996,0,0.3246753246753247,3
6,1,2,1.0,2,1,1,0,5,92.0,1.0,1.0,79.99999999999997,1,0.15584415584415584,8
6,1,2,1.0,2,1,1,0,22,93.0,1.0,1.0,110.00000000000004,0,0.2597402597402597,9
6,2,2,1.0,2,1,1,1,16,100.0,0.0,1.0,164.9999999999998,1,0.2857142857142857,6
6,2,4,1.0,1,0,1,0,49,89.0,1.0,3.0,139.99999999999994,1,0.2597402597402597,7
6,2,6,1.0,0,1,0,0,36,97.0,3.0,3.0,300.00000000000017,1,0.18181818181818182,3
6,2,4,1.0,1,1,1,0,27,93.0,2.0,2.0,122.00000000000004,1,0.16883116883116883,7
5,2,3,1.0,2,1,1,0,11,100.0,2.0,2.0,220.00000000000045,1,0.2727272727272727,6
5,2,6,2.0,2,1,1,0,50,97.0,3.0,4.0,300.00000000000017,1,0.7142857142857143,6
5,1,1,1.0,0,1,1,0,169,96.0,1.0,1.0,34.99999999999999,0,0.2857142857142857,0
6,1,1,1.0,1,0,1,0,16,91.0,1.0,1.0,30.000000000000004,1,0.3246753246753247,1
5,2,16,2.0,2,1,1,0,41,92.0,4.0,6.0,299.0000000000004,1,0.6103896103896104,2
6,2,10,1.0,2,1,0,1,6,80.0,2.0,5.0,199.0,1,0.2597402597402597,9
6,1,4,2.0,2,1,1,1,60,89.0,1.0,2.0,48.99999999999999,1,0.2077922077922078,3
6,2,4,1.0,2,1,0,1,31,97.0,1.0,3.0,195.0,1,0.2857142857142857,8
6,1,2,1.0,2,1,1,1,52,90.0,1.0,1.0,115.0,0,0.2077922077922078,9
5,2,4,1.0,2,1,0,0,45,96.0,1.0,2.0,118.00000000000004,1,0.23376623376623376,7
6,2,6,2.0,2,1,1,1,99,91.0,2.0,3.0,275.00000000000057,1,0.2077922077922078,9
6,2,2,1.0,2,1,1,0,59,91.0,0.0,1.0,85.00000000000001,0,0.09090909090909091,7
5,2,6,3.0,1,0,1,0,2,100.0,3.0,3.0,490.00000000000017,1,0.23376623376623376,7
6,2,3,1.0,0,1,0,0,8,90.0,1.0,1.0,400.00000000000017,0,0.19480519480519481,6
6,1,2,1.0,0,0,0,1,3,100.0,1.0,1.0,89.99999999999967,1,0.23376623376623376,1
6,2,6,1.0,2,1,0,0,4,75.0,1.0,2.0,129.99999999999997,1,0.11688311688311688,2
6,1,2,1.0,0,0,1,0,30,94.0,1.0,1.0,38.99999999999999,1,0.16883116883116883,3
5,2,6,1.0,2,1,1,1,42,95.0,1.0,3.0,142.00000000000014,1,0.3246753246753247,1
6,1,2,1.0,0,1,1,1,24,93.0,1.0,1.0,50.000000000000036,1,0.18181818181818182,7
6,2,2,1.0,2,0,1,0,5,92.0,1.0,1.0,149.99999999999997,1,0.18181818181818182,9
3,2,4,1.0,1,1,1,1,12,100.0,1.0,2.0,45.00000000000002,1,0.2987012987012987,3
2,2,6,1.0,2,1,1,0,83,92.0,3.0,3.0,171.99999999999991,1,0.22077922077922077,8
6,2,2,1.0,2,1,1,0,12,98.0,1.0,1.0,132.0000000000002,1,0.2597402597402597,7
6,2,3,1.0,2,1,0,1,10,87.0,1.0,1.0,160.00000000000026,1,0.22077922077922077,7
5,1,2,1.0,1,1,1,1,56,95.0,1.0,1.0,108.99999999999996,1,0.2857142857142857,7
5,2,10,3.5,2,1,1,0,31,100.0,3.0,4.0,569.0,1,0.2987012987012987,1
6,1,2,1.5,2,1,1,0,3,100.0,1.0,1.0,99.0,1,0.16883116883116883,9
6,1,2,1.0,0,1,1,0,1,100.0,1.0,1.0,116.0,1,0.15584415584415584,2
6,2,4,1.0,2,1,1,1,2,90.0,1.0,2.0,88.99999999999999,0,0.33766233766233766,7
6,2,2,1.0,2,0,1,0,8,100.0,1.0,1.0,164.9999999999998,0,0.2597402597402597,8
6,2,4,1.0,0,1,0,0,5,100.0,0.0,2.0,155.00000000000003,1,0.2077922077922078,9
5,0,2,0.0,2,0,0,0,52,97.0,1.0,1.0,79.99999999999997,1,0.09090909090909091,5
2,1,2,1.0,2,1,1,0,1,100.0,1.0,1.0,199.99999999999991,1,0.12987012987012986,2
6,2,6,1.0,0,1,1,0,11,82.0,2.0,2.0,194.00000000000003,1,0.19480519480519481,8
6,2,4,1.0,2,1,1,0,2,100.0,1.0,1.0,149.0,1,0.2987012987012987,9
6,1,2,1.0,2,1,1,0,40,96.0,1.0,1.0,95.0,1,0.23376623376623376,9
5,1,1,1.0,2,1,0,1,60,92.0,1.0,1.0,36.999999999999964,1,0.16883116883116883,1
6,1,2,1.0,1,0,1,0,44,94.0,1.0,1.0,30.000000000000004,1,0.3246753246753247,9
3,2,4,1.0,2,1,1,0,152,96.0,1.0,2.0,118.00000000000004,1,0.14285714285714285,7
6,2,3,1.0,2,1,1,0,3,100.0,1.0,1.0,128.99999999999997,1,0.3116883116883117,4
6,2,4,1.0,2,1,1,0,96,99.0,1.0,3.0,169.0,1,0.2987012987012987,8
6,1,1,1.0,2,1,1,0,15,99.0,1.0,1.0,100.00000000000004,1,0.24675324675324675,9
5,1,2,1.0,1,1,1,0,1,100.0,1.0,1.0,100.00000000000004,1,0.3246753246753247,7
6,2,4,1.0,2,1,0,1,16,96.0,1.0,2.0,184.99999999999991,1,0.42857142857142855,9
5,1,2,1.5,0,0,0,0,21,94.0,1.0,2.0,70.00000000000003,0,0.14285714285714285,7
6,2,2,1.0,2,1,1,0,41,96.0,0.0,1.0,198.0,1,0.4935064935064935,9
6,2,2,1.0,2,1,1,0,165,93.0,0.0,1.0,175.00000000000009,1,0.2727272727272727,9
6,2,3,1.0,1,1,1,0,14,99.0,1.0,1.0,175.00000000000009,0,0.33766233766233766,7
6,1,3,2.0,0,0,1,1,39,86.0,1.0,1.0,68.00000000000001,1,0.025974025974025976,2
6,2,2,1.0,2,1,0,1,60,86.0,0.0,1.0,74.99999999999997,0,0.3246753246753247,4
5,1,2,1.5,1,1,0,1,3,100.0,1.0,1.0,74.99999999999997,1,0.11688311688311688,2
6,1,2,1.0,2,1,1,0,25,100.0,1.0,1.0,70.00000000000003,1,0.2857142857142857,2
6,1,1,1.0,2,1,1,0,10,92.0,2.0,2.0,88.99999999999999,1,0.11688311688311688,9
6,2,4,1.0,2,1,0,0,22,87.0,1.0,2.0,199.99999999999991,0,0.15584415584415584,4
4,2,6,2.0,2,1,1,0,23,96.0,2.0,2.0,125.00000000000004,1,0.3246753246753247,5
6,2,3,1.0,0,0,1,0,2,100.0,1.0,1.0,160.00000000000026,1,0.18181818181818182,8
6,1,2,1.0,0,0,1,1,1,100.0,1.0,1.0,36.0,1,0.14285714285714285,2
6,1,2,1.0,1,1,1,1,56,96.0,1.0,1.0,100.00000000000004,1,0.3116883116883117,8
6,2,4,1.0,2,1,1,1,65,88.0,0.0,1.0,89.99999999999967,1,0.2987012987012987,3
6,1,2,1.0,2,1,1,0,5,100.0,1.0,2.0,98.00000000000004,1,0.2597402597402597,9
6,2,4,1.0,2,1,1,0,39,91.0,2.0,3.0,152.9999999999997,1,0.22077922077922077,6
6,1,1,2.0,2,1,0,0,14,94.0,1.0,1.0,62.99999999999999,1,0.2077922077922078,9
6,1,2,1.0,1,1,1,0,13,95.0,1.0,1.0,56.00000000000002,1,0.2987012987012987,2
6,2,5,1.0,2,1,1,1,28,94.0,2.0,3.0,155.00000000000003,1,0.2857142857142857,8
6,1,2,1.0,2,1,0,0,2,100.0,1.0,2.0,89.99999999999967,0,0.3116883116883117,7
6,2,2,1.0,2,1,1,0,10,100.0,0.0,1.0,99.0,1,0.22077922077922077,9
6,2,3,1.0,1,0,0,1,19,99.0,1.0,1.0,115.0,1,0.2727272727272727,3
6,1,1,1.0,2,1,1,0,3,90.0,1.0,1.0,167.99999999999997,1,0.19480519480519481,6
6,2,2,1.0,2,1,0,1,50,97.0,1.0,1.0,169.99999999999991,1,0.33766233766233766,7
6,2,3,1.0,1,1,1,1,7,83.0,1.0,1.0,115.0,1,0.1038961038961039,8
4,2,2,1.0,1,0,1,0,16,97.0,1.0,1.0,300.00000000000017,1,0.3246753246753247,6
6,2,3,1.0,2,1,1,0,4,95.0,1.0,1.0,160.00000000000026,0,0.15584415584415584,6
6,2,2,1.0,1,0,1,0,3,93.0,1.0,1.0,155.00000000000003,1,0.18181818181818182,8
6,1,2,1.0,2,1,0,0,25,91.0,1.0,1.0,64.99999999999999,1,0.23376623376623376,8
6,2,5,2.0,2,1,1,0,4,95.0,2.0,2.0,177.00000000000009,1,0.2987012987012987,4
5,2,6,2.0,2,1,1,1,11,93.0,2.0,3.0,314.9999999999997,1,0.3116883116883117,7
4,1,2,1.0,0,0,1,0,1,100.0,1.0,1.0,50.000000000000036,1,0.23376623376623376,1
5,2,2,1.5,1,1,1,0,28,97.0,1.0,1.0,164.9999999999998,1,0.23376623376623376,7
6,2,2,1.0,2,1,0,0,15,93.0,1.0,1.0,99.0,1,0.1038961038961039,6
6,2,2,1.0,1,1,0,0,26,89.0,0.0,1.0,199.0,1,0.15584415584415584,6
0,2,2,1.0,1,1,1,0,5,100.0,0.0,1.0,144.99999999999997,1,0.3116883116883117,7
6,2,12,1.0,2,1,1,0,1,100.0,4.0,6.0,248.9999999999997,1,0.23376623376623376,4
6,1,2,1.0,2,1,0,1,3,100.0,1.0,1.0,69.00000000000001,1,0.2727272727272727,2
6,1,2,1.0,0,1,1,0,12,98.0,1.0,1.0,70.00000000000003,1,0.15584415584415584,8
5,2,14,4.0,2,1,1,0,9,89.0,6.0,8.0,499.99999999999983,1,0.3116883116883117,8
5,1,3,1.0,1,1,1,0,58,97.0,1.0,2.0,135.00000000000003,1,0.23376623376623376,6
5,1,2,1.0,2,0,1,1,117,96.0,1.0,1.0,76.99999999999996,1,0.35064935064935066,1
6,2,4,1.0,2,1,1,0,26,99.0,1.0,2.0,149.0,1,0.3116883116883117,7
3,1,3,1.0,2,1,0,1,32,92.0,1.0,2.0,99.0,1,0.2987012987012987,6
6,1,4,1.5,2,0,1,0,1,60.0,1.0,1.0,45.00000000000002,0,0.2987012987012987,8
5,1,4,1.5,2,1,0,0,10,88.0,1.0,1.0,46.99999999999995,1,0.2077922077922078,8
5,2,3,1.0,2,1,0,0,67,98.0,1.0,1.0,100.00000000000004,1,0.3116883116883117,8
4,2,8,2.0,1,1,1,1,9,96.0,2.0,4.0,299.0000000000004,1,0.3116883116883117,5
6,2,4,1.0,2,0,1,1,11,85.0,1.0,2.0,169.0,1,0.3246753246753247,7
1,2,4,1.0,2,1,1,0,83,89.0,3.0,3.0,349.99999999999983,0,0.1038961038961039,9
6,2,4,1.0,1,1,1,0,21,92.0,1.0,2.0,199.99999999999991,1,0.19480519480519481,9
4,1,2,1.0,1,1,1,0,5,96.0,1.0,1.0,85.00000000000001,1,0.18181818181818182,6
6,2,2,1.0,2,1,1,1,6,83.0,0.0,1.0,99.0,0,0.15584415584415584,8
6,2,2,1.0,1,0,1,0,10,92.0,1.0,1.0,160.00000000000026,1,0.18181818181818182,9
6,2,2,1.0,1,1,0,0,5,96.0,0.0,1.0,254.99999999999991,1,0.14285714285714285,9
6,1,1,1.0,2,1,1,0,17,98.0,1.0,1.0,25.00000000000001,1,0.2857142857142857,7
6,1,1,1.0,2,0,1,0,21,88.0,1.0,1.0,50.000000000000036,0,0.18181818181818182,9
6,1,2,1.0,1,1,1,0,16,100.0,1.0,1.0,64.99999999999999,1,0.3246753246753247,9
6,2,5,1.0,1,1,0,0,4,100.0,2.0,2.0,169.99999999999991,1,0.16883116883116883,2
1,1,10,2.0,2,1,0,0,1,100.0,8.0,8.0,30.000000000000004,0,0.2987012987012987,2
6,2,3,1.0,2,1,0,0,63,94.0,0.0,1.0,175.00000000000009,1,0.35064935064935066,9
6,1,2,1.0,1,0,1,0,149,96.0,1.0,1.0,95.0,1,0.2727272727272727,0
6,2,3,1.0,2,1,1,1,7,100.0,1.0,1.0,249.99999999999991,1,0.2727272727272727,9
5,1,2,1.0,1,0,1,0,66,96.0,1.0,1.0,24.000000000000004,1,0.2597402597402597,4
6,1,4,1.0,2,0,1,0,152,90.0,1.0,3.0,69.00000000000001,1,0.2857142857142857,7
5,2,3,1.0,1,1,1,0,117,99.0,1.0,1.0,88.99999999999999,1,0.24675324675324675,1
5,0,4,3.0,0,0,1,1,28,87.0,1.0,6.0,32.0,0,0.3246753246753247,1
6,1,2,1.0,2,1,0,1,35,93.0,1.0,1.0,99.0,1,0.2077922077922078,9
6,2,4,1.0,0,1,1,0,14,99.0,2.0,1.0,125.00000000000004,1,0.2597402597402597,3
6,1,2,1.0,0,0,1,0,7,100.0,1.0,1.0,79.99999999999997,1,0.16883116883116883,8
5,1,1,1.0,0,1,1,0,52,98.0,1.0,1.0,67.00000000000004,1,0.36363636363636365,7
6,1,2,1.0,2,1,1,0,8,100.0,1.0,1.0,115.0,0,0.24675324675324675,9
6,2,6,3.0,2,1,0,1,4,100.0,2.0,5.0,171.99999999999991,1,0.36363636363636365,9
6,2,11,1.0,2,1,1,0,64,99.0,3.0,8.0,138.99999999999997,1,0.4935064935064935,4
5,2,2,1.0,1,1,1,0,74,96.0,1.0,1.0,94.0,1,0.2857142857142857,5
5,1,4,1.0,1,1,1,0,33,98.0,1.0,2.0,68.00000000000001,1,0.16883116883116883,1
6,2,5,1.5,2,1,0,0,4,100.0,3.0,4.0,369.99999999999915,1,0.15584415584415584,6
6,2,4,1.0,2,1,0,1,5,88.0,1.0,1.0,201.0,1,0.23376623376623376,4
6,2,6,2.0,2,1,1,1,19,81.0,2.0,5.0,175.00000000000009,1,0.15584415584415584,7
6,2,2,1.0,2,1,1,0,100,97.0,1.0,1.0,138.00000000000006,0,0.16883116883116883,8
5,2,7,2.5,2,1,1,0,154,97.0,3.0,3.0,239.00000000000009,1,0.2857142857142857,7
6,2,2,1.0,1,1,1,0,42,99.0,0.0,1.0,135.00000000000003,1,0.22077922077922077,7
6,2,5,1.0,1,1,0,0,5,100.0,2.0,2.0,110.00000000000004,1,0.23376623376623376,8
6,2,2,1.0,1,0,1,0,49,98.0,1.0,1.0,119.99999999999996,1,0.2987012987012987,5
6,1,2,1.5,1,1,1,0,4,93.0,1.0,1.0,149.99999999999997,1,0.15584415584415584,6
6,1,2,1.5,1,1,1,0,53,82.0,1.0,2.0,59.00000000000002,0,0.025974025974025976,7
3,2,4,1.0,2,1,0,1,7,89.0,0.0,2.0,169.99999999999991,0,0.16883116883116883,7
5,1,1,1.0,2,1,1,0,5,80.0,1.0,1.0,42.999999999999964,1,0.24675324675324675,7
6,2,2,1.0,1,1,1,0,14,97.0,1.0,1.0,199.99999999999991,1,0.16883116883116883,8
6,1,2,1.0,2,0,1,0,43,87.0,1.0,1.0,89.99999999999967,1,0.19480519480519481,9
5,1,2,1.5,0,1,1,0,11,93.0,1.0,1.0,36.999999999999964,0,0.2597402597402597,5
6,1,2,1.0,0,0,1,0,6,100.0,1.0,1.0,79.0,1,0.19480519480519481,9
6,2,2,1.0,2,1,1,0,18,93.0,1.0,1.0,160.00000000000026,1,0.2727272727272727,5
6,2,8,1.0,2,1,1,0,31,89.0,4.0,4.0,330.0000000000005,1,0.15584415584415584,8
6,2,4,1.0,2,1,0,0,21,84.0,2.0,2.0,519.9999999999994,0,0.2597402597402597,9
6,1,2,1.0,1,0,1,1,115,86.0,1.0,1.0,119.99999999999996,1,0.19480519480519481,9
6,2,4,1.0,2,1,1,1,27,93.0,2.0,2.0,190.0,1,0.24675324675324675,9
6,1,5,1.0,1,1,1,1,65,90.0,1.0,3.0,69.00000000000001,0,0.23376623376623376,8
6,2,5,1.0,1,1,0,0,7,97.0,2.0,2.0,125.00000000000004,1,0.23376623376623376,8
5,1,1,1.5,2,1,1,0,24,94.0,1.0,1.0,46.0,1,0.15584415584415584,1
5,1,4,1.0,2,1,1,0,66,93.0,1.0,2.0,88.99999999999999,1,0.35064935064935066,6
6,2,6,2.0,1,1,1,0,22,95.0,2.0,2.0,295.0000000000001,1,0.2987012987012987,6
6,2,4,1.0,2,1,0,0,20,99.0,1.0,2.0,179.9999999999999,1,0.23376623376623376,9
3,2,3,1.0,1,1,0,0,6,96.0,1.0,1.0,79.0,1,0.2597402597402597,7
6,2,8,1.0,0,1,0,1,4,100.0,3.0,5.0,223.99999999999997,1,0.2857142857142857,8
6,1,2,1.0,1,1,1,0,59,93.0,1.0,1.0,119.99999999999996,0,0.16883116883116883,8
6,2,2,1.0,1,1,1,0,32,94.0,1.0,1.0,99.0,0,0.16883116883116883,5
6,2,4,1.0,1,1,1,0,56,92.0,3.0,3.0,119.99999999999996,1,0.19480519480519481,4
6,2,8,1.0,1,1,1,1,6,90.0,2.0,2.0,179.9999999999999,1,0.3246753246753247,8
6,2,3,1.0,2,1,1,0,15,89.0,0.0,1.0,88.00000000000004,1,0.24675324675324675,7
6,2,3,1.0,2,1,1,0,61,94.0,1.0,2.0,160.00000000000026,1,0.23376623376623376,8
5,2,2,1.0,2,1,1,0,77,99.0,1.0,1.0,125.00000000000004,1,0.33766233766233766,1
6,2,2,1.0,0,1,0,0,140,97.0,1.0,2.0,179.9999999999999,0,0.12987012987012986,5
6,2,4,2.0,1,1,1,0,11,100.0,2.0,2.0,249.99999999999991,1,0.2857142857142857,8
6,0,1,1.0,2,0,1,1,12,80.0,1.0,1.0,59.99999999999999,1,0.03896103896103896,9
6,2,3,1.0,2,1,1,1,129,98.0,1.0,1.0,175.00000000000009,1,0.4675324675324675,4
5,1,2,1.0,2,1,1,0,17,99.0,1.0,1.0,139.99999999999994,1,0.14285714285714285,6
6,2,4,1.0,2,1,1,1,4,90.0,1.0,4.0,125.00000000000004,0,0.19480519480519481,7
6,1,2,1.0,0,0,0,0,10,96.0,1.0,1.0,34.99999999999999,1,0.18181818181818182,3
5,1,2,1.0,1,1,1,0,104,98.0,1.0,1.0,74.99999999999997,1,0.07792207792207792,6
6,2,3,1.0,0,1,1,0,2,100.0,2.0,3.0,450.00000000000006,1,0.2727272727272727,6
6,1,1,1.0,0,0,1,0,5,92.0,1.0,1.0,45.00000000000002,1,0.24675324675324675,8
6,2,4,1.0,2,1,1,0,84,91.0,1.0,2.0,89.99999999999967,1,0.23376623376623376,2
4,2,3,2.0,1,1,1,0,2,100.0,1.0,1.0,129.99999999999997,1,0.3246753246753247,7
